Step,Volume_A3,P_yz_eV_A3,P_xz_eV_A3,P_xy_eV_A3,J_K_x,J_K_y,J_K_z,J_Cl_x,J_Cl_y,J_Cl_z,J_Li_x,J_Li_y,J_Li_z
20320,6399.309885168727,0.00071771437,0.00030278467,-0.00045756894,5.291398143186574,25.149825083292264,5.344648226543571,11.929755718044278,-27.406704708160582,-12.27623453238852,3.4823133185106947,-2.3560547810198713,4.507757125677212
20325,6399.309885168727,0.00090986455,0.00015040052,-0.0002604706,6.477171662083468,24.877335397988972,4.183784271642284,8.200404953197822,-30.114896416229207,-11.844223117152469,6.025890434551673,0.6246263403003596,5.236609695930573
20330,6399.309885168727,0.0008645761,0.00022385705,-2.4832034e-05,7.8168163428508475,24.370479307483357,3.065002327211036,4.5417757920667166,-32.867782108365475,-11.052710163685733,8.344875081251068,3.884367906735328,5.563878730951011
20335,6399.309885168727,0.0006422202,0.00045470524,0.00022985402,9.271220140833949,23.689850137132765,2.0543114404327154,1.832711691792528,-34.95581418637795,-9.847411014642327,9.599535495470027,6.653028927611934,5.369270406940096
20340,6399.309885168727,0.0003683725,0.0007309972,0.0004537742,10.771570576534922,22.8867356098202,1.1922677857137693,0.7171486647238545,-35.666333444841996,-8.335156910016574,9.214748128515783,8.166662693008595,4.719059823393048
20345,6399.309885168727,0.0001228545,0.00096078095,0.0005885234,12.2268546636096,21.994954096473847,0.4864446997299039,1.2759419137418364,-34.5524366600219,-6.8297025964427025,7.200670673114237,7.944547438069468,3.919428676155087
20350,6399.309885168727,-6.36754e-05,0.0010820314,0.0006356488,13.537157784707208,21.02538380750807,-0.08710643022729236,2.884175049275571,-31.55607344931905,-5.696111022244347,4.282134234336571,5.917754440800684,3.3593885690381398
20355,6399.309885168727,-0.00018556272,0.0010898649,0.0006288252,14.611726546363544,19.968398949140784,-0.5743928038218343,4.656232135068337,-27.079268292785684,-5.047070140918269,1.4355083996476772,2.497934543737678,3.197633918670556
20360,6399.309885168727,-0.00026128377,0.0010468008,0.0005853934,15.387609021030563,18.803460432255044,-1.029152630303739,6.026550249002781,-21.866206592632622,-4.502690832418647,-0.7106922219256937,-1.5501884766645948,3.1080146583310237
20365,6399.309885168727,-0.00029090958,0.0009835596,0.0004993689,15.841796238180876,17.510616889931363,-1.5001774673305281,6.88782982138301,-16.675291188034226,-3.4076142175442294,-2.026158887348412,-5.448260532001847,2.483963238269292
20370,6399.309885168727,-0.00022953213,0.0008684584,0.0003597621,15.992736009609843,16.076470988870227,-2.0240913551474167,7.4565399616002725,-12.071557480172764,-1.5555531586839555,-2.7458086248746087,-8.617848422204666,1.1558160974538745
20375,6399.309885168727,-8.761001e-05,0.0007275811,0.00021239628,15.889926986137631,14.491452481825354,-2.6216455952539635,8.066816217295047,-8.40972764665303,0.7151042832386381,-3.253275939562865,-10.694659508514714,-0.517287109677715
20380,6399.309885168727,7.138631e-05,0.0006189778,0.000118619195,15.593807303690461,12.744324138650283,-3.2961045366314154,8.863558280765494,-5.775384221128027,3.1519862583029923,-3.753898431988329,-11.581874764710928,-2.2797098962121587
20385,6399.309885168727,0.00021268113,0.0005406393,6.7798996e-05,15.15480693711104,10.822896396674283,-4.035507376120646,9.781734467800481,-4.053232638052851,5.727027943975649,-4.233073929849763,-11.382598619352471,-4.115348872795302
20390,6399.309885168727,0.000320111,0.00045601284,4.9112105e-06,14.598991218152124,8.72214953251236,-4.817475361142411,10.687050570691929,-2.9780911804958157,8.370157143551573,-4.582574171088037,-10.356993509774007,-5.976509739631444
20395,6399.309885168727,0.00039542897,0.00033378057,-8.458077e-05,13.922989719625521,6.453696465547493,-5.614258406593277,11.422387535721928,-2.2155990824087928,10.77067283295701,-4.641909782353888,-8.851032680800095,-7.580242352052474
20400,6399.309885168727,0.00046209118,0.00016958838,-0.00015249784,13.097957735690189,4.051742719128327,-6.398460126068555,11.868976581610614,-1.5732516693372456,12.41548460734276,-4.263466943100195,-7.091426243977446,-8.440852096778864
20405,6399.309885168727,0.00050628436,3.1127513e-06,-0.00015493085,12.080193833191492,1.575107244045597,-7.148886638932223,12.036406815990551,-1.023918640499963,12.933769691702137,-3.413132989492862,-5.1641237547201735,-8.208710599372159
20410,6399.309885168727,0.00047068115,-0.00010212215,-9.8779674e-05,10.825773425078273,-0.8949031678800154,-7.853616244492938,12.091693844624308,-0.5773898600330556,12.396154037661573,-2.2139997397873787,-3.1406420813555878,-6.966365513400696
20415,6399.309885168727,0.0003349609,-0.000104649574,-1.0515038e-05,9.306008678155168,-3.2608408176035093,-8.509891545265841,12.33019497490651,-0.21715397958387417,11.27567520586245,-0.9327360741856512,-1.1349402987589996,-5.189611373929246
20420,6399.309885168727,0.00010955508,3.2663065e-06,9.035818e-05,7.520373568098849,-5.418803586771588,-9.123416540749954,13.057715280678087,0.19342838999882805,10.206441932268996,0.12537870505433446,0.6124401830410662,-3.5068533021783783
20425,6399.309885168727,-0.00021604018,0.00019920293,0.00017448452,5.505419357541519,-7.269967261223116,-9.706531416396018,14.3868578231367,0.8954693888424101,9.811070875372303,0.8111903069100097,1.7615629982127885,-2.528367379529106
20430,6399.309885168727,-0.0006179049,0.00041419195,0.0002245264,3.336912126616858,-8.732529071750522,-10.274112903834489,16.17693820902778,2.0186656653219854,10.48770209822788,1.1896172994772662,2.100928830865918,-2.6374168450582025
20435,6399.309885168727,-0.0009847309,0.00053752685,0.00026614105,1.1215581501673784,-9.753314435243427,-10.837931893917325,18.215655027473908,3.387156068721434,12.045859845966154,1.3662545397444217,1.753223719860138,-3.6317557991658647
20440,6399.309885168727,-0.001190957,0.0005157938,0.00032996692,-1.020371127073327,-10.318368470792533,-11.40122586432923,20.394692388113903,4.5531959515199745,13.679662916252534,1.3291465222271097,1.1522378925618924,-4.702265005087418
20445,6399.309885168727,-0.0011855827,0.00041050802,0.0004108439,-2.9770180809428224,-10.460582924178796,-11.958431406865625,22.66599706125627,5.108830601208705,14.564156565270247,1.0144890052240392,0.7388176691828576,-5.02955331459251
20450,6399.309885168727,-0.0009869314,0.00030339474,0.00047529,-4.662437799477653,-10.258291956676805,-12.5023127135814,24.88335088958403,4.940524736521933,14.329090133601136,0.482554947607003,0.7048326899647819,-4.250605646879
20455,6399.309885168727,-0.00066964515,0.00023122189,0.0004962166,-6.023215333238592,-9.820503767873701,-13.03214810152755,26.73062402654606,4.209105456423298,13.103046338307474,-0.003940735246271032,0.9984637036040236,-2.4947267138138947
20460,6399.309885168727,-0.00032487806,0.00019748547,0.0004695908,-7.036320448024549,-9.26372800099776,-13.557840856403773,27.89413503534879,3.21005850008698,11.479658616124476,-0.15434669198226558,1.4407351088529272,-0.34564625997317
20465,6399.309885168727,8.851293e-06,0.00020115709,0.00041855354,-7.701848586076289,-8.689090756571348,-14.100097071088808,28.245542686058712,2.230397672543691,10.20024815058951,0.1597738474235837,1.8457586813828257,1.476020098422135
20470,6399.309885168727,0.0003102321,0.00024027379,0.00038206094,-8.031779586556716,-8.166946814572983,-14.687030390112763,27.862589913337537,1.4288922465305616,9.624465667415102,0.8726575721491265,2.1251200910418575,2.6387361841245487
20475,6399.309885168727,0.00049838476,0.000298563,0.00036250023,-8.039983360999962,-7.732305916060943,-15.347809255607416,27.11949137792263,0.7635189156711233,9.60865370336051,1.6239599878285738,2.3558524322915346,3.3153270428649324
20480,6399.309885168727,0.0004687628,0.00034136057,0.00034385588,-7.7394904630682735,-7.388737184405871,-16.105842137646018,26.576909984346372,0.11444130427782717,9.884271584014467,1.8660486255507642,2.661361423552911,3.7977418537249954
20485,6399.309885168727,0.00022542593,0.00034095455,0.000355257,-7.147357338834829,-7.1153208100032845,-16.973912975209224,26.538010282111735,-0.5067214505840418,10.404353889398234,1.3128151813984807,3.009108079276224,4.145730733178615
20490,6399.309885168727,-0.00011650397,0.00031545496,0.00042895784,-6.291960125031461,-6.8747337335509275,-17.951205131387226,26.81025054089777,-0.9418589944804605,11.322499221734514,0.18517768285208902,3.2036584096921743,4.204877613474501
20495,6399.309885168727,-0.0004408915,0.00029707808,0.00054308464,-5.219416091079462,-6.623535242032778,-19.021453083904326,26.909098806799108,-1.0763979092832212,12.743837844774868,-0.9862145073161734,3.0869989667607243,3.8537867943016066
20500,6399.309885168727,-0.00067683693,0.00027527538,0.0006357779,-3.997904264607337,-6.324014652679724,-20.15346401681424,26.472925192444485,-0.9298576789030255,14.461742410854464,-1.7715530594027875,2.640937844352152,3.267893162490702
20505,6399.309885168727,-0.00080862525,0.00021621118,0.00066562276,-2.7170619832241076,-5.9546961250809165,-21.304313062297716,25.485624320798614,-0.48320417611347044,16.011656362934275,-2.0650944294934663,1.8249655101315843,2.8688279296840964
20510,6399.309885168727,-0.00087382866,0.00011997393,0.00066787703,-1.4794970427238003,-5.517235574525019,-22.423645172193993,24.076770844208028,0.47633310854627897,17.09166969331618,-1.893806020077601,0.4279673852650703,2.908146990528816
20515,6399.309885168727,-0.00090823846,1.0658169e-05,0.0007321515,-0.3842213096095528,-5.0389565047750295,-23.459548707571656,22.275843528216598,2.1250223698351167,17.782802521414673,-1.1881544522361862,-1.6990011779709349,3.2529175714955403
20520,6399.309885168727,-0.00090952695,-0.00010066949,0.00088776986,0.49290077518251096,-4.569996712120572,-24.366961260301167,20.06328149897392,4.195469386502573,18.33682539486273,0.1472854860226014,-4.23840781306368,3.606307081634634
20525,6399.309885168727,-0.0008935786,-0.0002096232,0.0010405801,1.1114135322795615,-4.175041456491869,-25.115473081751105,17.640151212378363,6.069175398324501,18.984641423907135,1.9519031940148934,-6.507068989070982,3.7070028290511003
20530,6399.309885168727,-0.00090487656,-0.0002969158,0.0010765087,1.4640133088932767,-3.9215601734646564,-25.69118708777793,15.400344077862355,7.256884486641717,19.84695126870774,3.8391106887943245,-7.9482591608104185,3.4204068196947
20535,6399.309885168727,-0.00094165653,-0.00031781546,0.0009928059,1.5650020160491982,-3.865388222602319,-26.091167821429252,13.4913557610752,7.686668928248611,20.681428174830035,5.647110441707344,-8.434215478119008,2.985910515230979
20540,6399.309885168727,-0.0009764657,-0.00023201862,0.00087387493,1.4412997619756194,-4.035661652600226,-26.312006472610364,11.766629613940419,7.62192745877185,21.04367961013468,7.4955390954059915,-8.199200580929908,2.8444981011808417
20545,6399.309885168727,-0.0010314471,-6.157832e-05,0.00075897976,1.1296610900817305,-4.423674046821958,-26.33714382788272,10.268988688630921,7.295921827377139,20.834613483471742,9.304818911834891,-7.485182548094751,3.078701744579201
20550,6399.309885168727,-0.0011308498,0.00016430471,0.000648541,0.6769527263413462,-4.980155814165896,-26.133058410063278,9.415480212026447,6.795157542324784,20.200743912078735,10.611035624592198,-6.427936678920708,3.5084860812595147
20555,6399.309885168727,-0.0012214939,0.0004474165,0.0005522299,0.1393598474414599,-5.626288570132287,-25.661109833999006,9.74595221306746,6.207192168281733,19.178214102841412,10.81815682317437,-5.193838596497848,4.05906718722971
20560,6399.309885168727,-0.0012023055,0.0007824184,0.0004530997,-0.4213249434951907,-6.278039611517359,-24.898881535816123,11.548127123834922,5.622952273748876,17.7036135760025,9.57666694259796,-3.9578475501349786,4.771439322309641
20565,6399.309885168727,-0.0010279146,0.0011418511,0.00031483689,-0.944405777187991,-6.869988403527858,-23.855190438719518,14.585205127066642,5.066619172183336,15.789593202434668,7.062669899024048,-2.8095654514483286,5.641768605710434
20570,6399.309885168727,-0.0007440991,0.0014919939,0.00014051286,-1.3778857203297106,-7.365472774533059,-22.567276049324363,18.155857013753046,4.47126271739934,13.572056219781919,3.9254982490260666,-1.718724668841027,6.5713913715883
20575,6399.309885168727,-0.00041742378,0.0017900169,-2.8388145e-05,-1.6837225297104172,-7.755436992333356,-21.0833983574257,21.502985299888586,3.6922089654598347,11.23995591518524,0.8842066594829596,-0.549706819147254,7.419614027927503
20580,6399.309885168727,-9.257297e-05,0.001976004,-0.00019447682,-1.841599704454917,-8.053491623552558,-19.443654486311942,24.06142515200182,2.6039264888867226,9.01559591103779,-1.5163560972046173,0.8366305604866606,8.004229977254191
20585,6399.309885168727,0.00018984533,0.0020145997,-0.0004067168,-1.8512741290078583,-8.290579358023622,-17.669880309286754,25.434365597968196,1.2689374789259862,7.113935790777582,-2.8796221880088626,2.4087073473782175,8.132116015993425
20590,6399.309885168727,0.0003724866,0.0019195266,-0.0006489277,-1.7336186392431283,-8.509306617156343,-15.76651640303222,25.530788581025178,0.06546130820778107,5.646282736955804,-3.093700764865854,3.8309105801125387,7.696405234710447
20595,6399.309885168727,0.00040816952,0.0017085188,-0.0008237763,-1.5274909187510497,-8.755073185066665,-13.728899054926124,24.662175045836115,-0.4470371204775949,4.690889482100907,-2.4312148409058056,4.58917539385205,6.614181118311729
20600,6399.309885168727,0.00031934804,0.0014091581,-0.0008730452,-1.279420372063238,-9.06261024638266,-11.555836592391156,23.306150653013816,0.09385986657378975,4.275243547487085,-1.3232608210942196,4.3558152786170785,4.856764873584519
20605,6399.309885168727,0.00018176231,0.0010979195,-0.00083213946,-1.0284999770410848,-9.44233238567145,-9.260968164716783,21.802741353512744,1.6069391663398935,4.115225901460116,-0.07077183042600765,3.2224581319058734,2.721914103436769
20610,6399.309885168727,1.5697526e-05,0.0008554144,-0.0007718822,-0.7945593848017116,-9.87478531062848,-6.875940316627262,20.337484829968076,3.685963584844454,3.6616226226072843,1.160544330072856,1.5758864498091825,0.790489471408558
20615,6399.309885168727,-0.00022750354,0.00071249495,-0.0007260561,-0.5758192522371504,-10.318182366321393,-4.443966295513261,19.07801431470525,5.848176246151873,2.51848491685484,2.2012745328698777,-0.14292911396129426,-0.49834703566356087
20620,6399.309885168727,-0.0005746322,0.00064697146,-0.0006785398,-0.353619519966764,-10.724421228454643,-2.0097374559740864,18.160719517465083,7.625944685328603,0.6453385417956881,2.8963696262886636,-1.5144587606193127,-1.0594293232987062
20625,6399.309885168727,-0.0009865197,0.00060991733,-0.0006059666,-0.09809423645131021,-11.054105121421943,0.38506529967119896,17.539972999954813,8.625752366285624,-1.7196974159702512,3.261590972697025,-2.1845826256905303,-1.0891962942876363
20630,6399.309885168727,-0.0013817803,0.0005860094,-0.00052924635,0.2280570833208686,-11.284639768442192,2.6978816228943576,16.99874937248771,8.566251753843414,-4.340636497917905,3.476663335659497,-1.8945472586057477,-0.7810736271820007
20635,6399.309885168727,-0.001687309,0.00058544724,-0.00048151126,0.6657608139248392,-11.411864637102239,4.879019608589743,16.441432774139884,7.308936345274002,-7.312130108593584,3.596276400696855,-0.510007175926297,0.00928195350226213
20640,6399.309885168727,-0.0018784784,0.00056321674,-0.00043203135,1.2545267785771776,-11.4492252428569,6.8722665993023195,15.927433748871609,5.0439833452504805,-10.860052624325936,3.521509377641099,1.7923063111191695,1.5639578003285481
20645,6399.309885168727,-0.0019549278,0.0004533746,-0.0003245344,2.0269550518223456,-11.4256636052975,8.625751391611203,15.354875282861231,2.45102695321055,-14.736299498941783,3.3216393972676226,4.361700894307283,3.686720101290312
20650,6399.309885168727,-0.0019186692,0.00025025188,-0.00013923222,3.002609494922557,-11.378123526077301,10.106510697839923,14.541650032068194,0.4639875910210207,-18.136407475500285,3.159210036631169,6.3012001139466856,5.606068411947682
20655,6399.309885168727,-0.0018145788,6.3455404e-06,0.00010561455,4.1805123915987465,-11.338616617332859,11.310095010170276,13.568076508982108,-0.28298423898796954,-20.325828934858812,2.954880648429583,7.008665432218399,6.591905643803521
20660,6399.309885168727,-0.0017436867,-0.00019333888,0.00035487846,5.532894984164591,-11.32401631551025,12.26256892066661,12.62653485398207,0.2755973036286228,-21.197262210974372,2.544039685372457,6.435483505632724,6.510865142238082
20665,6399.309885168727,-0.0017736434,-0.00031126948,0.00052190287,7.003126160809616,-11.33512875467264,13.018041956050666,11.654210492772313,1.818678846182034,-21.313491741805713,2.0461331362808894,4.903514416950052,5.8716213830450315
20670,6399.309885168727,-0.0018413934,-0.0004177222,0.0005571536,8.509574285568734,-11.363970476756235,13.65245221596118,10.35653603795183,3.8891362813805106,-21.351682318250035,1.837359608200689,2.861898947481527,5.275401667077141
20675,6399.309885168727,-0.0018793884,-0.00057364214,0.00048994116,9.954724976806089,-11.40225646370405,14.249436630694209,8.511856462050877,6.097941974002775,-21.485767705707197,2.2368884282974366,0.6913790702272644,4.812502965793293
20680,6399.309885168727,-0.001918765,-0.0007863871,0.0003678848,11.23659507922864,-11.44352445868631,14.879285092641597,6.2624877594364285,8.150843740545847,-21.621300607069436,3.2043869474642745,-1.32025473462651,4.3181876130731425
20685,6399.309885168727,-0.0019922988,-0.0010573085,0.00018477034,12.260740203199445,-11.479618045956753,15.58152792816831,4.127566031854461,9.90974533755196,-21.723581158100508,4.315163459962253,-3.043062592934952,3.7182251568994737
20690,6399.309885168727,-0.0020852764,-0.0013275335,-6.7936686e-05,12.952174476317365,-11.495726201076335,16.35789843179695,2.7414771095875254,11.446976411312228,-21.741364173819534,5.009818115168503,-4.564185554860308,2.959637748379659
20695,6399.309885168727,-0.0021486608,-0.001487052,-0.00031469058,13.266418219804534,-11.467178919451412,17.17437411386704,2.5057192758260713,12.745264779168231,-21.589590863766382,4.931332061422484,-5.891021374233026,1.991388753707009
20700,6399.309885168727,-0.002140772,-0.00148981,-0.00042709766,13.19896696026123,-11.36071104320345,17.971574446553817,3.346919461049059,13.552953960396177,-21.249029977499625,4.157583224421035,-6.805178584753016,0.8536275389298802
20705,6399.309885168727,-0.0020506398,-0.0013934075,-0.000368386,12.790267392177588,-11.139080303149202,18.68158679958647,4.849046992809438,13.646191479090145,-20.80234980334137,3.0641550570472766,-7.120046991887798,-0.303065085482364
20710,6399.309885168727,-0.0019160939,-0.0012832278,-0.0002103774,12.123990035335257,-10.767081015014496,19.244940297665337,6.547323859340597,12.95245757072679,-20.424167246211375,2.0321555587471396,-6.79831210451463,-1.2446011551481084
20715,6399.309885168727,-0.0018428335,-0.0012011611,-3.2139484e-05,11.317289014539229,-10.219634267012824,19.619990157769244,8.126171912903573,11.59997510630036,-20.104308835636985,1.260008266170292,-5.993276332990868,-1.9395091694066529
20720,6399.309885168727,-0.0018974416,-0.0011439953,0.00013789206,10.502061737959108,-9.492237743840317,19.78362570474674,9.4700477627159,9.877473453199297,-19.584055606436443,0.7313597815265105,-4.998171204299219,-2.6233980108561687
20725,6399.309885168727,-0.0020361668,-0.001086305,0.00030465794,9.798524324236022,-8.611982244317371,19.72741221750512,10.55085452176374,8.067211987146392,-18.62677577041599,0.35409038612680277,-4.0681652531840555,-3.524464170023554
20730,6399.309885168727,-0.0021561498,-0.0010011384,0.0004811369,9.289385552273844,-7.642261073389958,19.452308841119887,11.3349423072543,6.39764570700334,-17.221606018477033,0.0791413073676388,-3.368319914718235,-4.654530749580578
20735,6399.309885168727,-0.002205431,-0.0009351408,0.00065280526,9.00644233654336,-6.674434853719648,18.96493381829096,11.897467223771143,5.0352736231265105,-15.599467821852741,-0.20044046446117747,-2.97377432644695,-5.789294003353268
20740,6399.309885168727,-0.0022121554,-0.0009884896,0.0007576442,8.932683473041353,-5.810096839743123,18.277752178776794,12.511227678816988,3.9667713248758276,-14.13657265405767,-0.7404419254161319,-2.769610375928245,-6.565007575721927
20745,6399.309885168727,-0.0022207831,-0.0011773644,0.00075635844,9.01523590614986,-5.141642896642368,17.410667719105916,13.411244300488965,2.9793342043734654,-13.214642815223336,-1.7230107403664867,-2.4506272278360157,-6.619852686637191
20750,6399.309885168727,-0.00221209,-0.0013972091,0.0006754609,9.184324720251855,-4.734884453915724,16.39092827351506,14.511742022019666,1.8929699436079162,-13.053856265004136,-2.992597266132986,-1.7710214009331722,-5.7608998532430515
20755,6399.309885168727,-0.0020844927,-0.0015216123,0.0005426164,9.372319663426858,-4.6162544639502405,15.248664646224103,15.493464043065819,0.6297409287029812,-13.584608013149255,-4.162314238523218,-0.6264224890093497,-4.087884480975651
20760,6399.309885168727,-0.001768444,-0.0015133147,0.0003526699,9.52447827997955,-4.767305248313418,14.00570796580378,16.02932526994866,-0.8842115553458063,-14.407333583109569,-4.85033396192001,1.0385808009321735,-2.0222021346615184
20765,6399.309885168727,-0.0012986357,-0.0014224063,0.00013639781,9.599771172163376,-5.127035610405215,12.662582423167084,15.827106361619567,-2.6708852924936,-14.954698713440514,-4.723408144206711,3.1849847404535794,-0.13171139818385935
20770,6399.309885168727,-0.00077084894,-0.0013156132,-9.788351e-06,9.569332296020065,-5.6024404807450585,11.193260436030144,14.805531535283283,-4.5499095748424345,-14.817785164094524,-3.671394418960641,5.539414279484695,1.2006971734246803
20775,6399.309885168727,-0.00028334185,-0.0012459737,-2.6832638e-05,9.418866415004658,-6.088534892707143,9.55382689067865,13.306564895072574,-6.08266798425449,-13.948416466732517,-2.021961848469015,7.558267014910448,1.9707619405764603
20780,6399.309885168727,0.00010545946,-0.0012160512,5.1145304e-05,9.155236036100606,-6.493755058567926,7.702495180146983,11.95642200094037,-6.80606419543334,-12.536670019079459,-0.40818838532790025,8.686883516960581,2.4103470006177417
20785,6399.309885168727,0.00038034277,-0.0011782685,0.00016728969,8.812492717645426,-6.759344781498525,5.621479711250643,11.25525152371731,-6.588381756134243,-10.730651442595107,0.6357252495735,8.734790456006369,2.6853437430379703
20790,6399.309885168727,0.000528754,-0.0011037893,0.00029656355,8.452058037181333,-6.864988927831885,3.3304359982591496,11.23090781263702,-5.711474823859874,-8.567021204141046,1.0205036589330687,7.963527638925226,2.8127572748124074
20795,6399.309885168727,0.00054613483,-0.001017645,0.00039993215,8.153634656473942,-6.822005313894494,0.8869978025774832,11.560211750055467,-4.5948274638710735,-6.076909827567425,0.9896231293249578,6.803896635088527,2.766084109498275
20800,6399.309885168727,0.00047144928,-0.0009463582,0.00040214905,7.997546709341323,-6.660434549980583,-1.622750497479769,11.992903767532637,-3.4370322220481766,-3.328337623918407,0.7130187634837634,5.484530573774314,2.527260294191161
20805,6399.309885168727,0.00038122406,-0.00085698307,0.00028207575,8.045732424538501,-6.416146209325832,-4.097827285202851,12.466171444791803,-2.1232497268636097,-0.38616259263893116,0.1915654170851333,3.9264598780808546,2.060161847789255
20810,6399.309885168727,0.00035042613,-0.00067920494,0.00013481658,8.331007796967668,-6.121695649374176,-6.435299889397626,12.866304859557863,-0.540152676933535,2.7227366475902928,-0.49384321344690474,2.04891245712664,1.2887352192417674
20815,6399.309885168727,0.00040346896,-0.00041233803,7.693262e-05,8.858258599810569,-5.80288007045661,-8.541270419397097,12.784837693551912,1.0018103309350819,5.887175882720493,-0.9396268522642792,0.18813383696200248,0.23026666653529526
20820,6399.309885168727,0.0004928616,-0.0001698711,0.00010623763,9.612717177164516,-5.481546486141839,-10.340575348743457,11.659048238482887,1.853459905375754,8.856462168345042,-0.5682958303142522,-0.9848494956224059,-0.9397148691707335
20825,6399.309885168727,0.0005417388,-8.9736764e-05,0.00014256474,10.567305546951932,-5.181064674433967,-11.783355367691897,9.328720942082528,1.6238449863515072,11.344593838735472,0.8074431011417462,-1.0557164026960573,-1.9850666820413827
20830,6399.309885168727,0.0004964739,-0.00022327482,0.00012735825,11.686237079301897,-4.927894336456686,-12.844468680030314,6.283872943670964,0.4469556665351284,13.018534860620653,2.7333597222831147,-0.1319973490737213,-2.5978943042129905
20835,6399.309885168727,0.00035877593,-0.0004728857,3.253076e-05,12.928411167907575,-4.7478573528356955,-13.516950250368595,3.256299569672796,-1.2457107644766028,13.597434437131254,4.518758886821946,1.3806320126839964,-2.5043123389034228
20840,6399.309885168727,0.00018480814,-0.000693841,-0.00012702856,14.254697256830218,-4.661484632816266,-13.80634557473057,0.7605568632945721,-3.0418170907576076,13.163893972163,5.688215541850569,3.090365550933562,-1.781376493351876
20845,6399.309885168727,6.561077e-05,-0.0008337543,-0.00031967575,15.635016067702486,-4.681523543768553,-13.73079583491015,-0.9195111017386592,-4.722891457538715,12.238129519446028,5.98796489489256,4.791478808163298,-0.9311618202766332
20850,6399.309885168727,6.196671e-05,-0.00089940726,-0.00053763203,17.04767153346618,-4.812849059967105,-13.325066426577887,-1.8026869709781557,-6.2387753677319395,11.463418236016532,5.4584851552912035,6.438688442374619,-0.5621799572793171
20855,6399.309885168727,0.00016472956,-0.0008925091,-0.0007601012,18.471092876796753,-5.053178395712731,-12.64182914947558,-2.3789021348991604,-7.582651260898054,11.10838065393875,4.611278875291068,8.02289339033981,-0.8903791980912716
20860,6399.309885168727,0.00033546129,-0.0008382074,-0.00090667483,19.875552472517008,-5.391623416188507,-11.746904099198202,-3.2847254574869886,-8.710894115261684,10.859594850182132,4.112642939162801,9.489581025229047,-1.5365184406120753
20865,6399.309885168727,0.00051348645,-0.00077340123,-0.00089359534,21.219133611374197,-5.806460475644256,-10.711088713111153,-4.636228938274855,-9.40726313042228,10.232682913541451,4.120565375222545,10.600786821678255,-1.9454217522154287
20870,6399.309885168727,0.0006346901,-0.00071547105,-0.0007130853,22.446139460728297,-6.266993901691075,-9.60309713243258,-5.969865764632034,-9.231265076045815,9.120932459279738,4.227196308055101,10.885321963711089,-1.9416631229262058
20875,6399.309885168727,0.00070609903,-0.0007075693,-0.00045475253,23.48872130869902,-6.742308512687368,-8.486961647928172,-6.932936268118987,-7.879483251912347,7.9134179243025,4.147684708485361,10.008854784396892,-1.8502841662422944
20880,6399.309885168727,0.0007908292,-0.00074618886,-0.00021119077,24.276706064646966,-7.212451956039223,-7.422219267873501,-7.637962456524088,-5.444648322176256,7.025840295221878,4.064726227676479,8.044163197626258,-2.0274489931336794
20885,6399.309885168727,0.0009202217,-0.0007519491,6.1035316e-06,24.753570735574137,-7.674390256001862,-6.4616278993380405,-8.16445137945609,-2.344682244227335,6.398581547316661,4.1143505038056585,5.4061357092121725,-2.3607817380190896
20890,6399.309885168727,0.0010669421,-0.00071472104,0.0002023779,24.889364960657502,-8.140949264857111,-5.644358557794461,-8.477039684407625,0.7742437170655818,5.70755588298527,4.291144519564446,2.753768882679502,-2.4870255312427836
20895,6399.309885168727,0.0011810298,-0.0006695828,0.0003521635,24.685696728627114,-8.635289923568854,-4.988412629805665,-8.64793201213731,3.2316129040701695,4.764499834667381,4.665705080570083,0.790740448171924,-2.1999153606313704
20900,6399.309885168727,0.0011959366,-0.0006200964,0.00043349122,24.1735923760584,-9.181813017335008,-4.487772043583376,-8.818409041877452,4.5829891395698,3.536735500630689,5.348286476866967,-0.014112640816315025,-1.4727918203290975
20905,6399.309885168727,0.0010673809,-0.00055970723,0.0004517369,23.405431827674853,-9.796220786150004,-4.114871468402256,-9.142293305268387,4.745308510908325,1.9816343635826517,6.440331321981251,0.43797581707061495,-0.29059116050595923
20910,6399.309885168727,0.00084553583,-0.0005067779,0.0004466859,22.444519442559773,-10.48156598426147,-3.826882187400755,-9.630906883439172,3.991834397900785,0.03955236958051511,7.8898573543013875,1.8767950216004792,1.3635016457399396
20915,6399.309885168727,0.0006311129,-0.000468341,0.0004462258,21.35535084478304,-11.233095305583339,-3.5757379903879913,-10.012804934799767,2.897555018564269,-2.142025326337385,9.360923958405373,3.7226035278925664,3.2939354010620954
20920,6399.309885168727,0.00046525683,-0.00043125954,0.00041385283,20.195074244157674,-12.046824180831097,-3.322241063182431,-9.792183928964075,2.1099343369497707,-4.055473497625949,10.300579815114954,5.323953166280113,4.953886734484309
20925,6399.309885168727,0.00029967082,-0.00039903502,0.00032160306,19.00641295778312,-12.924589563034603,-3.049580121280071,-8.389442178141772,2.0439922009028306,-5.009125808022087,10.086499103317372,6.267660819543231,5.6348781056465445
20930,6399.309885168727,6.028779e-05,-0.0003995017,0.00019235711,17.8130934698738,-13.874828276832778,-2.766130251189664,-5.5682797398015165,2.789155629150737,-4.547388113483186,8.458656450793244,6.472736349674811,4.889690620827219
20935,6399.309885168727,-0.00026624798,-0.00045617326,5.0494553e-05,16.617937285259337,-14.912584705573755,-2.4935305059679953,-1.694782125586503,4.156319038614462,-2.732473011187844,5.780314992387179,6.1433294806882595,2.802175906798562
