Step,Volume_A3,P_yz_eV_A3,P_xz_eV_A3,P_xy_eV_A3,J_Cl_x,J_Cl_y,J_Cl_z,J_K_x,J_K_y,J_K_z,J_Li_x,J_Li_y,J_Li_z
22175,6841.235048438545,-0.00065615104,-0.0015449228,0.0010882114,23.6436518377231,-11.013224598316238,-9.259425239642797,-2.9123256136380764,26.061138361017633,10.091640414204768,-1.673370610642381,-6.109208912674449,-0.04997671336856291
22180,6841.235048438545,-0.0007010316,-0.0013198451,0.0012949016,21.50957662545824,-11.621574677209871,-10.69760318744905,-1.5231371892922985,25.152238185135552,10.193855524019774,-0.9284835696125113,-4.591958736009774,1.285986191741574
22185,6841.235048438545,-0.00069751224,-0.0011049045,0.0014733552,19.24257101498773,-12.333063384884435,-12.409354188619394,0.3101578400583689,23.954310752433287,10.23538010307616,-0.4947731522096754,-2.6825425000264014,2.9562125803852153
22190,6841.235048438545,-0.0006337974,-0.0010156218,0.0015886729,16.80123374541694,-12.606136554849277,-13.337675247912399,2.4965103429540836,22.53085761345215,10.224430849745072,-0.23978841239106563,-0.9860163610995447,3.8954825897010212
22195,6841.235048438545,-0.00050546706,-0.0010949412,0.0016241595,14.151619052163301,-12.262663525175293,-13.145465491401255,4.914645225526385,20.93163978775197,10.170091140375671,-0.008308574874648755,0.26972842018737664,3.757612583386833
22200,6841.235048438545,-0.0002983677,-0.0012400819,0.0015751517,11.389843074762616,-11.321203600530565,-12.319584844477351,7.425510866934985,19.184243059437506,10.07780944750878,0.24260179129221449,1.0756655382516973,3.024013829285866
22205,6841.235048438545,-3.0943935e-05,-0.0013304331,0.001454663,8.658309993832031,-9.887051401233174,-11.36495185667066,9.885164480982041,17.29435311558569,9.944794785868655,0.5144811474620625,1.5314033492265215,2.2023955668985185
22210,6841.235048438545,0.00026463324,-0.0013246109,0.00130284,6.044614467862141,-8.216499137469206,-10.065356831295349,12.153720618490356,15.254014058406536,9.75968851792707,0.8596204400365217,1.9011902825674687,1.0879070289513377
22215,6841.235048438545,0.0005552348,-0.0011916453,0.0011750761,3.4799967369612785,-6.507375405187185,-7.7985481246476684,14.103767003485755,13.056039268926323,9.506677904281087,1.4741916405965436,2.390041340660601,-0.9258907904884501
22220,6841.235048438545,0.00077165966,-0.0009377433,0.0010805828,0.8605318686454373,-4.548907115119045,-4.555458968035814,15.6343392518757,10.708684569829128,9.169307719761694,2.5630842426454152,2.7789280122721456,-3.831609626278135
22225,6841.235048438545,0.000853078,-0.0006633398,0.0009634792,-1.6501218046328476,-1.9606276898142543,-1.165428301723142,16.68488395823084,8.244910189749643,8.730271500031655,4.023192823226239,2.6544228538747765,-6.782603837905537
22230,6841.235048438545,0.0007953249,-0.00046834603,0.00079195894,-3.7691718859137255,1.2118830170107984,1.4552880357479543,17.23963707750233,5.728135149802764,8.169344869702606,5.587489697898675,1.9986871592097222,-8.842393328238595
22235,6841.235048438545,0.00062980293,-0.0004119652,0.00061814685,-5.334093098238131,4.511790805734227,2.905966481339581,17.32187012924266,3.25536437672468,7.464500236030493,7.070177769515977,1.171550164761057,-9.588226974741028
22240,6841.235048438545,0.00040960178,-0.00051634654,0.0005009547,-6.2656543300550185,7.472771732767233,3.1017077906946415,16.98267803667847,0.9517276223710329,6.60111699736101,8.340930771613968,0.514206106852426,-8.920585218292453
22245,6841.235048438545,0.0002279596,-0.00073872705,0.00044588154,-6.497951402300291,9.885615501813962,1.9403293541419462,16.288306225666076,-1.0480755701532356,5.586776458804004,9.267599581224387,0.10116555705250985,-6.74486662341884
22250,6841.235048438545,0.00019259466,-0.00092402956,0.00044736493,-5.846117310328314,11.833990177284365,-0.19313995678370066,15.309053329185252,-2.6246266849806883,4.45966551676995,9.5950183311581,-0.27065784201325105,-3.484286513695463
22255,6841.235048438545,0.00030281162,-0.0009152796,0.0005055841,-3.9092722917417055,13.444776235031101,-2.2778611694410102,14.10752200325266,-3.692212646375486,3.286201915878543,8.859704801541922,-0.8138578720084562,-0.22610187245233027
22260,6841.235048438545,0.00046280783,-0.00069541094,0.0006117277,-0.4374512326290054,14.585758647487753,-3.6066940615199456,12.729906425566758,-4.209176472009352,2.1509519811081432,6.765499361945514,-1.437876250364142,2.2379809284982337
22265,6841.235048438545,0.0005967935,-0.0003737859,0.0007540537,4.234361813457746,15.04572528337223,-4.106710073438833,11.207269965841135,-4.186042318774929,1.134447909273355,3.6163228132956657,-1.9209769809625223,3.7545011714926075
22270,6841.235048438545,0.0006705157,-8.32173e-05,0.0008732537,9.282401632884522,14.911554101289875,-3.9305562480711416,9.567217588623922,-3.688123246139588,0.2847840570250133,0.20833556331804293,-2.284724614439555,4.4280113746085465
22275,6841.235048438545,0.0006925065,0.000119822056,0.0009052418,13.776973043731651,14.424380213387957,-3.296022003965689,7.8476577326028405,-2.825978510730639,-0.39682497201990774,-2.566676038627111,-2.65969564761538,4.475086231499732
22280,6841.235048438545,0.0006846971,0.00022568641,0.0008353488,17.021183617199735,13.616162071046448,-2.4973517205670106,6.104222668766909,-1.7286647778614146,-0.9465514283145162,-4.0674515868666274,-2.9487912067691733,4.226142534562529
22285,6841.235048438545,0.0006605479,0.000229282,0.0006835302,18.845372147043662,12.331727980350601,-1.7558883543332087,4.4058084095004775,-0.5064171212083624,-1.4122609396215817,-4.1932257749620465,-2.886604674144409,3.9503887287084916
22290,6841.235048438545,0.0006671237,0.00014071084,0.0005083881,19.689796558415274,10.456793606119502,-1.0642626407423723,2.8176529516341042,0.7773692296237265,-1.8291634517879984,-3.4494946224047425,-2.2954568071421173,3.6756657297466853
22295,6841.235048438545,0.00073890766,2.2495746e-05,0.00040401134,20.316160549611112,8.105076476613368,-0.29520301400164506,1.3810605082535985,2.107353438533716,-2.209103799071989,-2.639266157338896,-1.2737238432876703,3.2865465524011928
22300,6841.235048438545,0.00083728286,-3.640805e-05,0.00039631856,21.37782069824012,5.348786105189108,0.4898576356123794,0.09933865358385724,3.49114835907363,-2.5460979187408057,-2.419204540032113,0.09877166002267623,2.83848005218009
22305,6841.235048438545,0.0009414165,5.3409392e-05,0.00041599045,23.143406874603404,2.190838024760639,1.117580574903212,-1.063560701703807,4.929472954380396,-2.830826122255793,-3.0218913638653233,1.8183952484315986,2.4954851338609263
22310,6841.235048438545,0.0010393244,0.00034219972,0.00037771507,25.366755166732634,-0.9895441911957024,1.4700729554630638,-2.1701186455219954,6.401024785508122,-3.063034428704021,-4.138681728572736,3.527225498991057,2.375201127686738
22315,6841.235048438545,0.0010868273,0.0007455833,0.0002809375,27.388335227041313,-3.5248934634454345,1.6697758210818119,-3.287297948831963,7.862386571180702,-3.257142183907753,-5.043082490765119,4.601212949237989,2.369605853297104
22320,6841.235048438545,0.001025976,0.001097935,0.00018972973,28.584769632137945,-4.923547355241561,2.3020336117867073,-4.464593727159751,9.254578418806943,-3.442840077636256,-5.0622210587951475,4.607675072221055,1.9230458018448524
22325,6841.235048438545,0.0008528045,0.0012572717,9.9013756e-05,28.755754566855064,-5.055773006631957,4.028327968898038,-5.719520814817714,10.512468696340932,-3.6635344753251853,-3.9782790467486837,3.4820105805053307,0.4174457408537249
22330,6841.235048438545,0.0006823813,0.0011275861,-7.17959e-05,28.30037401755632,-4.127502695582611,6.655445259306971,-7.031033325852092,11.57770053786777,-3.9745128920933794,-2.2113861267041997,1.4885082659827007,-1.8986930443331977
22335,6841.235048438545,0.0006305024,0.00072734477,-0.00032520306,27.91861332819685,-2.697324636346697,9.300841893593017,-8.341520986882585,12.408458228530485,-4.438350532782613,-0.5191375412012333,-0.7724274735949881,-4.080252041819914
22340,6841.235048438545,0.0006822199,0.0002272366,-0.0005313504,27.986556869602683,-1.500131955972269,11.38064823986467,-9.567319950315264,12.985381287856905,-5.116735536012395,0.6387180732437643,-2.5465432603590026,-5.481673546853711
22345,6841.235048438545,0.00077004184,-0.0001558477,-0.0005929759,28.380045345659884,-1.2341611074151517,12.779991556196979,-10.616801058628253,13.317365173646579,-6.0610554899069795,1.2947107928868724,-3.1444978649154374,-5.936696945185542
22350,6841.235048438545,0.0008520096,-0.0003183493,-0.0005335589,28.70987664230523,-2.168521037742601,13.52305372307244,-11.414290635546704,13.444706930305582,-7.302969442437003,1.7623690798884142,-2.3374795525663368,-5.437845141133732
22355,6841.235048438545,0.0008839332,-0.00032919858,-0.00044642517,28.58988035690089,-3.7584294983706714,13.842833650245375,-11.926684837503045,13.435503753693009,-8.844066652815211,2.394759777753461,-0.7383677118262575,-4.216527762307816
22360,6841.235048438545,0.00082256284,-0.00030686357,-0.00040033742,27.818559872139648,-5.191707918452151,14.256124704601172,-12.181641710665927,13.371258273238308,-10.645307327304447,3.4210369838421695,0.7591560997613405,-2.8285781605025138
22365,6841.235048438545,0.00067018415,-0.00028867033,-0.00039306766,26.57144683353579,-6.08014811522559,15.194423808852372,-12.260042989130225,13.326079825199088,-12.623400267828657,4.7465514036091,1.6927748318500297,-1.7887841562421847
22370,6841.235048438545,0.0004743111,-0.0002528228,-0.00038988682,25.419576971836587,-6.402690115418288,16.62768518687305,-12.259512171205925,13.348939172644858,-14.662899353632646,5.897890479608758,1.992457210895437,-1.182546340876582
22375,6841.235048438545,0.0002984782,-0.00018428969,-0.0003831322,24.957533090588537,-6.1648161653037,18.134321199073092,-12.252019618316181,13.45229640186659,-16.639889217727877,6.3524416681932045,1.651225932373264,-0.7121924137625348
22380,6841.235048438545,0.00019096096,-8.359919e-05,-0.00040258252,25.36651574730274,-5.326466946408681,19.340143064839758,-12.263487010785239,13.607569205325088,-18.440855895161164,5.9549262189349985,0.6576041831519173,-0.11704753751270225
22385,6841.235048438545,0.00016381881,4.357183e-05,-0.00045854703,26.350834516497684,-3.932211681560937,20.16186080746018,-12.281374345546565,13.75065088986008,-19.96743458706331,4.988494900218213,-0.8797330603759557,0.5878136796002185
22390,6841.235048438545,0.00019988467,0.00018664639,-0.00054370996,27.359809858646596,-2.163659047681785,20.513806692855425,-12.274379906485818,13.797881700543766,-21.132984687752725,3.9725251248193687,-2.6955159525453647,1.401418165949722
22395,6841.235048438545,0.00024214748,0.00034057756,-0.0006809225,27.854398781181192,-0.392159398226676,20.026263265582813,-12.205790376879575,13.666389845524066,-21.861783803833806,3.409346935356736,-4.335523822278747,2.6177607557058193
22400,6841.235048438545,0.00021174739,0.0005349307,-0.0008806939,27.63678374576772,0.7715054137407877,18.39213658105625,-12.036007840087676,13.291329852314039,-22.095205273415367,3.457179401174655,-5.124128591792514,4.485308804143859
22405,6841.235048438545,8.096342e-05,0.0008012102,-0.0010691028,26.956416477793354,0.7937004644373991,15.868678319074816,-11.72400255975617,12.63722914548276,-21.801110154772495,3.82554147008632,-4.492223094333285,6.714671842606766
22410,6841.235048438545,-0.0001346357,0.0010647083,-0.0011399623,26.43482442628225,0.05446741308526981,13.031810615819877,-11.23452910110018,11.70092977070459,-20.982023314458083,3.857659996504664,-2.816690767969093,8.732452673348453
22415,6841.235048438545,-0.00037049578,0.0012210315,-0.0011563818,26.59506952193839,-0.3656203832386433,10.210485741340262,-10.548508565093927,10.504098248837234,-19.681329324432035,3.011394288204612,-1.1997713014564657,10.253083563000692
22420,6841.235048438545,-0.0005291143,0.0012883266,-0.0012169786,27.216615714658804,0.05692480249508236,7.570571745684601,-9.668017249211971,9.082652088483936,-17.98670149691843,1.509357029094828,-0.20087031525265875,11.19836977169165
22425,6841.235048438545,-0.00057770626,0.0013318865,-0.0012724095,27.624725212152377,1.2731610599487388,5.341500846706067,-8.607466643974021,7.480457720779721,-16.022825345522314,0.040697176279719915,0.1850879999771422,11.463564631018235
22430,6841.235048438545,-0.00055087794,0.0013555806,-0.0012537692,27.227989206925823,2.8832965288987165,3.8291888286245648,-7.382729083641152,5.745551703526923,-13.931415278211524,-0.7873046178349781,0.3098584581900202,10.884466655050565
22435,6841.235048438545,-0.00051379064,0.0013002753,-0.001191193,25.865601851545183,4.283159271645051,3.1820694193062717,-6.008319855121498,3.9226302106181317,-11.84161969532014,-0.7993266508049586,0.7329173054128395,9.441790398079535
22440,6841.235048438545,-0.0005244752,0.0011898483,-0.0011849528,23.95658564911572,5.214756505274926,3.2390318863878473,-4.501653013932355,2.0424717228175338,-9.841973735850651,-0.3969772635112334,1.6814784605546,7.385181916281214
22445,6841.235048438545,-0.0005760502,0.0011325061,-0.0012952124,22.08161459902328,5.974502609911103,3.993543371876214,-2.889970287483719,0.11609371926311463,-7.968451553571676,-0.1336887761656702,2.8481102214451957,4.757148238197475
22450,6841.235048438545,-0.0006317454,0.0011438279,-0.0014780026,20.489207755294384,7.007817183880949,5.725124829933904,-1.213293035841617,-1.8556732614510505,-6.213372329557198,-0.21795910441987676,3.786562723164635,1.2704875067577057
22455,6841.235048438545,-0.0006822932,0.0011626623,-0.0016453613,19.07853236762674,8.496226750064642,8.345349240487321,0.48022179711597257,-3.8623144116867874,-4.547858275434728,-0.5007988950322197,4.3047941688407,-3.0152507302334586
22460,6841.235048438545,-0.00071195513,0.0011362407,-0.0017403862,17.63619485967718,10.27126857112086,11.15495993161259,2.143654239740955,-5.870587886240575,-2.946644119130533,-0.7218938951785261,4.53802564079767,-7.42607571579698
22465,6841.235048438545,-0.00070606556,0.0010460052,-0.0017506826,15.974226040100461,11.990788822469371,13.318601751852318,3.7392738538605963,-7.8272051474509166,-1.4074022226030047,-0.6555445839924672,4.775122822846853,-11.128959521995066
22470,6841.235048438545,-0.0006925411,0.0008780315,-0.0016793518,14.023151341031628,13.368416060962376,14.395055590189644,5.240385061346843,-9.669528024498907,0.03919807145776888,-0.2055811326693383,5.239818504668321,-13.652013591152594
22475,6841.235048438545,-0.00072121836,0.0005960661,-0.001512244,12.014897685722538,14.385672800415309,14.373877531865622,6.626140792139722,-11.332371420061865,1.3315442124496344,0.4169168274699606,5.885404977764365,-14.923181761038231
22480,6841.235048438545,-0.00083361747,0.00024727546,-0.0012385354,10.332292794794629,15.323167473053731,13.402224614000657,7.875607922951984,-12.750473771064609,2.389483319612014,0.8500545675512536,6.366012717016174,-15.009467933520009
22485,6841.235048438545,-0.0010403367,-2.6342903e-05,-0.0008999884,9.063731508172069,16.467471295165126,11.782605915395324,8.965864507614695,-13.864120076943834,3.1304860831898713,1.028359149934388,6.335355094955203,-14.130851995494835
22490,6841.235048438545,-0.001274163,-0.00017414684,-0.00057693146,7.987599230952475,17.827097076585744,10.036184877873351,9.87224348272366,-14.625504241789208,3.4848466592076965,1.1981124888722685,5.737113508301418,-12.738791745640137
22495,6841.235048438545,-0.0014349231,-0.00027322824,-0.00035311465,6.813588090108973,19.21195188329653,8.404924477257198,10.572025312706044,-14.999801865246301,3.4110117532647655,1.6723417749623883,4.726556325135034,-11.033696369504705
22500,6841.235048438545,-0.0015087526,-0.00036395536,-0.0002627604,5.411919091652533,20.410122894046765,6.474499229816249,11.054868098554378,-14.964708457834096,2.9049134507506187,2.591168104018562,3.4932919783097267,-8.59717254553494
22505,6841.235048438545,-0.001578228,-0.00039563322,-0.00026377232,3.9378713596187342,21.41706351847057,3.9953333440135204,11.332272974514579,-14.516374525576285,1.9959676010032217,3.7878109780928764,2.038017466027824,-5.20906076891357
22510,6841.235048438545,-0.0016975562,-0.0003270905,-0.0003163934,2.80820085755375,22.267206379946913,1.603323085791126,11.436938366127377,-13.679130540864612,0.7353544886493273,4.812816043437307,0.3506308933903446,-1.5564372438350467
22515,6841.235048438545,-0.0018799584,-0.00017392254,-0.00041084317,2.3230687683470794,22.721069431055863,0.07719317840841478,11.41196230305877,-12.509122000317976,-0.8136523639193793,5.322924155052716,-1.273240890810329,1.5186995538895065
22520,6841.235048438545,-0.0021253668,2.4424184e-05,-0.0005412836,2.3130468033131244,22.781726772071046,-0.23788687105748307,11.295108832333879,-11.086638449882177,-2.579356875586008,5.4497996442461965,-2.7563817651878972,3.5994840110604285
22525,6841.235048438545,-0.002365055,0.00020640084,-0.00069229986,2.383837950147508,22.793614821162834,0.7993819265985147,11.10754332834267,-9.49989464676941,-4.483452049035613,5.566574062386463,-4.35501370609002,4.466310817382452
22530,6841.235048438545,-0.0024990202,0.0003236022,-0.0008562785,2.3136159573122184,22.99865126053546,3.135149785744077,10.854873953809145,-7.830106248891701,-6.446887699915161,5.889465545247914,-6.229838665874768,4.093978447888946
22535,6841.235048438545,-0.0024846632,0.00035457313,-0.0010467034,2.1843495575748273,23.25481489803851,6.330906473976071,10.539609778777502,-6.147081178516546,-8.399098913209667,6.3339962407500945,-8.169027317731734,2.8504330672642366
22540,6841.235048438545,-0.002324626,0.0003028011,-0.0012650458,2.2408406737380426,23.016816494313296,9.701111172234091,10.174512129958657,-4.517376740719504,-10.285876222590371,6.642603075024635,-9.560733354190079,1.3670056480971078
22545,6841.235048438545,-0.0020455692,0.00022175163,-0.0014507921,2.5918872050100443,21.617494080777668,12.62833144648816,9.786869137050877,-3.0151143714337594,-12.070449921072214,6.679199582018736,-9.663673216169473,0.2243591562203049
22550,6841.235048438545,-0.0016964033,0.00020050367,-0.0015185609,2.9767059411755215,18.599949899979855,14.65198254547345,9.410886901399408,-1.7182084893992773,-13.725921237148935,6.670362836355886,-7.943034706853567,-0.1438203338355044
22555,6841.235048438545,-0.0013504045,0.00026369747,-0.001475654,3.0398308276875357,14.027170569583097,15.423705756794375,9.073171615001684,-0.6842079613979344,-15.224033145603965,6.944953259264549,-4.404255851351836,0.5825683399573216
22560,6841.235048438545,-0.0010572823,0.00035276965,-0.0013802215,2.904054722812707,8.761902923686568,14.778457919906069,8.782513084571747,0.07835857918149447,-16.528647819306382,7.371387925863196,0.09844532260664973,2.532430673030137
22565,6841.235048438545,-0.0008203481,0.00042412875,-0.0012560128,3.206322370426628,4.126268047974834,12.922422695687642,8.531739849405767,0.6177857606690469,-17.60014181852037,7.319893551272072,4.194653051077848,5.459959883705995
22570,6841.235048438545,-0.0006639247,0.00048772493,-0.0010926345,4.627568675258211,0.9749864988661168,10.54221087685532,8.308481057012159,1.017534799306699,-18.407241696893635,6.121906013895751,6.946185793929699,8.64727186478307
22575,6841.235048438545,-0.00060409016,0.00057559507,-0.00090060197,7.355616047405774,-0.622672065266749,8.454122128700917,8.105660635160802,1.3655813436347977,-18.93494979220103,3.596679354317711,8.195797972248483,11.263068667268486
22580,6841.235048438545,-0.00059958594,0.0007114897,-0.000806714,10.683195247528047,-1.0690361604648224,6.9554412310254,7.923609318720991,1.7346504325545835,-19.184618232599473,0.4511516735639831,8.273092681376665,13.011418372077278
22585,6841.235048438545,-0.0005974503,0.0008591127,-0.0008522924,13.519021319409049,-1.0159300311753103,5.718099569619014,7.768573789343007,2.1759835912093273,-19.167494309326297,-2.229638920520118,7.778653138708405,14.231636189132805
22590,6841.235048438545,-0.00056986435,0.0009663128,-0.000909335,15.380144523218302,-1.0864853882922842,4.524193005790082,7.652093505372705,2.721978167741719,-18.893851079514725,-3.974282015047538,7.303214086094313,15.151899394556713
22595,6841.235048438545,-0.0005359584,0.0010529761,-0.00092343,16.24020134784395,-1.4632504383640377,3.597868743884689,7.583967179236882,3.3896908423343426,-18.36771184153857,-4.766212658428959,7.012266564432293,15.552084527134175
22600,6841.235048438545,-0.0005314189,0.0011695104,-0.0009167554,16.18136985035552,-1.8439927057980539,3.4047375451837496,7.561404311478785,4.182038908038916,-17.589957125883828,-4.684818128614822,6.600660832972762,14.967460878465536
22605,6841.235048438545,-0.0005715398,0.0013121387,-0.00092742377,15.458564284593095,-1.756575481648812,4.324978893025261,7.564713097267034,5.086256567432821,-16.568055485178387,-3.965321291176041,5.609026019202403,13.025317885141007
22610,6841.235048438545,-0.0006289982,0.0014177187,-0.0009893291,14.605278954713764,-0.9478715725082005,6.324376239338605,7.561569206143303,6.070558018910042,-15.328579091038204,-3.1088921526641555,3.8160207170687235,9.786444074364448
22615,6841.235048438545,-0.00063689257,0.0014342014,-0.0011087765,14.267444240565863,0.3185196691382872,8.83713104108669,7.515050677252019,7.083954329297221,-13.92300154995662,-2.724539081802321,1.5362333594995752,5.8681117539883765
22620,6841.235048438545,-0.00055654685,0.0013559179,-0.0012279872,14.855682270849584,1.437655718914276,11.130120121754809,7.3922594741493395,8.06389532213546,-12.422835857455148,-3.1899856707921557,-0.5628440020053214,2.0749569684623905
22625,6841.235048438545,-0.00041704366,0.0011851096,-0.0012435936,16.308732620070153,1.9845773156520545,12.877659880990036,7.173439309063268,8.947128960259246,-10.90948512581469,-4.424215683904367,-1.9929991211145799,-1.1859335299384504
22630,6841.235048438545,-0.0002787895,0.00095238717,-0.00109343,18.19768172289322,1.821265544224195,14.247945611612108,6.859101254613502,9.674524961068926,-9.463484951771143,-5.998826745506266,-2.5570831679986705,-4.00221942213899
22635,6841.235048438545,-0.00017654146,0.0007506367,-0.0008442409,20.080863751716503,1.001453631597804,15.377699659169187,6.47113387633407,10.189183839724535,-8.152291356916585,-7.494041347543133,-2.251930195353297,-6.443167170459457
22640,6841.235048438545,-0.00011709164,0.0006544877,-0.0006345232,21.512194168038953,-0.09519840820186043,16.00233125461778,6.048093704907384,10.434599082895545,-7.019603524192981,-8.502331416404376,-1.40069368664338,-8.200486584618156
22645,6841.235048438545,-0.000106775355,0.000648316,-0.00053744833,21.899304306818426,-0.8624985274688766,15.66962064292561,5.637409287599897,10.358365266649741,-6.079220694529408,-8.478757288446603,-0.5571593588745865,-8.808158968248572
22650,6841.235048438545,-0.00013945674,0.00064858986,-0.00047964312,20.831039418291663,-1.0315884971202776,14.047702103312572,5.287201330616427,9.923506627856511,-5.309271414250882,-7.060284609973268,0.04678915527999461,-7.956189841258276
22655,6841.235048438545,-0.00016778869,0.00059343304,-0.0003362809,18.5988794556605,-0.6141607042352071,11.060983425504263,5.040166073418279,9.122932754872119,-4.648440691434709,-4.581089296295932,0.4299351030896754,-5.6303017756879505
22660,6841.235048438545,-0.000118717195,0.0004768769,-0.00014832048,15.982563161056422,0.6585887048091017,7.140987976755744,4.932472494261221,7.993051193778622,-4.010485409434815,-1.8570794464517797,0.2870674661755115,-2.348261742347643
22665,6841.235048438545,1.822747e-05,0.00031456625,-3.0303741e-05,13.310836554508459,2.6082842083360847,3.192296457305507,4.993625044714919,6.626990035205774,-3.317847878522635,0.7534947756452786,-0.2965668446884875,0.9077925068042867
22670,6841.235048438545,0.00016122428,0.00016838542,-6.9129484e-05,10.435423297330889,4.537871849690457,-0.13712771451943073,5.236765024304531,5.169794866266271,-2.527161553970992,3.3857677858708954,-0.7689592611312315,3.446530327891411
22675,6841.235048438545,0.00023955281,0.00014672276,-0.00032722903,7.387324784482081,5.7392751042953405,-2.8422229943502835,5.648588783421929,3.7885163050017887,-1.634755537484645,6.022042447666947,-0.5890840576356178,5.259219772687391
22680,6841.235048438545,0.00027943097,0.00027392808,-0.000674371,4.606975475891327,5.911289116704242,-5.17201815170525,6.191807511402203,2.626363889463782,-0.665907104270056,8.259172980843188,0.40105392511411164,6.620166413001458
22685,6841.235048438545,0.00034056258,0.00044510193,-0.0009060778,2.491987091773706,5.346467510686163,-7.140641313108477,6.8243963500949585,1.7657231965389981,0.3440200439348966,9.741572235320247,1.8265162767822138,7.578862595920545
22690,6841.235048438545,0.00044131608,0.00054322905,-0.0009685615,1.21399812893549,4.5962369929566576,-8.405120776766541,7.520932919107055,1.2202553781211747,1.3613645921126856,10.323024535233754,3.1222147461923404,7.825997526261963
22695,6841.235048438545,0.0005917941,0.0005482017,-0.00092001574,0.7941891471081233,4.1904327773318455,-8.604361897796895,8.27626686891881,0.9509809841805996,2.352627562166553,9.987499559642357,3.797293103194689,7.033975740792119
22700,6841.235048438545,0.0007869963,0.0005295556,-0.0008321293,1.1963007717762428,4.340904875100068,-7.93865249603046,9.096728242913287,0.8871302867377682,3.278577506317042,8.764926616795902,3.710671936962325,5.4423166960289
22705,6841.235048438545,0.00096985133,0.0005704047,-0.000754556,2.3274672866304043,4.701453823710874,-7.3133973416238,9.992478941401258,0.9422034147977971,4.095379416954919,6.738009283355904,3.2950495309889183,4.000259439241962
22710,6841.235048438545,0.0010670018,0.0006622503,-0.00068312424,3.7549586990265924,4.783161696681449,-7.627680800838294,10.975181617804536,1.0252525758445998,4.764013853484747,4.327815150166726,3.1302924979092217,3.645908657082362
22715,6841.235048438545,0.0010587567,0.0006703064,-0.00056016096,4.546160628168202,4.403177125080258,-8.905328715197772,12.059993331874919,1.050452340194564,5.260407786212844,2.451801663248672,3.4850773617137487,4.4271625753456085
22720,6841.235048438545,0.001020468,0.00055669696,-0.00031878843,4.185794491823223,3.6482178855212988,-10.422864395564337,13.26462486444643,0.9481791080060535,5.581472402475291,1.607536341928109,4.342310100658477,5.623633841051959
22725,6841.235048438545,0.0010581359,0.00048652457,1.629439e-05,3.0029796523452807,2.8727338323761034,-11.395832604864568,14.595020292983007,0.6789545917007966,5.74545860823894,1.4599557441892572,5.387018693923137,6.432616074466967
22730,6841.235048438545,0.0011255482,0.0005594074,0.00031987994,1.029948840258264,2.327988813113767,-11.371608519465967,16.027930049026963,0.24617781287355034,5.7867818441485985,2.000076561768266,6.364540643142545,6.367068957085614
22735,6841.235048438545,0.001050562,0.00070544146,0.00047672665,-1.9947738866543387,1.9183239619096986,-10.526549069372278,17.50604562082799,-0.29940965607062675,5.7486834810301195,3.546683334551245,7.319793094867393,5.560107796437697
22740,6841.235048438545,0.0008014791,0.00076779845,0.00043994846,-5.972360678563175,1.807366706462779,-9.617694731170063,18.949645811253053,-0.8678138222176739,5.67987461154774,6.080669771016302,7.999154727805189,4.720062360438067
22745,6841.235048438545,0.000521503,0.0006650082,0.000268539,-10.252717918432943,2.6313006546725184,-9.340748206073345,20.276292334453963,-1.3523689074946261,5.635574298169038,9.034380302133696,7.659775899796998,4.487415671446558
22750,6841.235048438545,0.00033040563,0.00048329882,8.9749265e-05,-13.944536310713708,4.6605305504663495,-9.763795442378486,21.419504302537014,-1.658868832005344,5.6756781430671515,11.582986851545181,5.937046077001623,4.870359157918063
22755,6841.235048438545,0.00024316533,0.00034286038,-4.464095e-05,-16.24360627457496,7.141686443587817,-10.549490741870093,22.338266267759078,-1.7264642124073974,5.856785015996527,12.963294770097901,3.5234854505626303,5.474947789018405
22760,6841.235048438545,0.00019605504,0.00026617153,-0.0001625225,-16.560895342567502,9.075414131645667,-11.273650116828703,23.018665440196408,-1.5308955624360054,6.2222820738492635,12.600184315204794,1.3941890129582784,5.833610148520496
22765,6841.235048438545,0.000114141556,0.00023731751,-0.00025059303,-14.835008049749707,10.189759836433067,-11.594082063861995,23.474474076081158,-1.075487569801287,6.792700255248227,10.418488329596995,-0.17556443837277502,5.583623741411872
22770,6841.235048438545,-8.296191e-06,0.00025340373,-0.00030110212,-11.774782593567906,10.725329201722188,-11.51583196903214,23.74496004900857,-0.3824403255649198,7.5562347105027845,7.087776644969791,-1.4041811486593623,4.741839124086699
22775,6841.235048438545,-0.00011022906,0.00024277068,-0.0003550158,-8.22367067811534,10.856523094708818,-11.432698111856944,23.882464516018906,0.5078223206464223,8.461365990110092,3.399160082848037,-2.425637679144374,3.7535741396936713
22780,6841.235048438545,-0.0001514018,0.00014188822,-0.0004338309,-4.506187141998784,10.67402781118565,-11.730422906389707,23.925965496989654,1.5322733127786101,9.417333180872838,-0.3618241292320352,-3.2675931899443222,3.095331687677105
22785,6841.235048438545,-0.00012893316,2.9444498e-05,-0.00052091695,-0.7323666911491857,10.650617973354231,-12.347399236375553,23.869641007280286,2.6047573253480847,10.30742874305218,-4.07931996102029,-4.316667220571121,2.822212698193186
22790,6841.235048438545,-5.953556e-05,9.722613e-06,-0.00058911415,2.902224431663064,11.286299664981053,-12.699130045820697,23.649335116558632,3.6248042716796887,11.01137254078133,-7.493604924282905,-5.972395777343495,2.4699996830572553
